Begins At,Sentiment,Vader Prediction
10/4/2022,positive,0.13414
12/13/2021,positive,0.13426
4/12/2021,positive,0.13449
10/21/2021,positive,0.136566667
2/4/2022,positive,0.13679
12/31/2021,positive,0.13684
8/27/2021,positive,0.13832
2/21/2021,positive,0.1383875
7/4/2021,positive,0.13947
2/12/2022,positive,0.14152
1/16/2022,positive,0.14258
10/3/2021,positive,0.144385714
9/15/2021,positive,0.14486
5/27/2021,positive,0.14642
11/2/2022,positive,0.14769
2/16/2023,positive,0.150011111
6/7/2021,positive,0.1502
2/28/2021,positive,0.151783333
4/15/2021,positive,0.15402
7/24/2021,positive,0.1541
2/2/2022,positive,0.155277778
2/8/2022,positive,0.1556
5/3/2021,positive,0.15572
5/25/2022,positive,0.155775
1/15/2022,positive,0.15605
2/5/2022,positive,0.15759
7/25/2021,positive,0.157955556
2/25/2021,positive,0.15864
2/18/2023,positive,0.15925
2/15/2023,positive,0.15938
5/9/2021,positive,0.16119
1/19/2022,positive,0.16243
6/8/2021,positive,0.16301
4/23/2021,positive,0.16347
12/15/2021,positive,0.16374
4/3/2021,positive,0.16443
11/2/2021,positive,0.16446
9/4/2021,positive,0.165066667
12/3/2021,positive,0.1653
7/28/2022,positive,0.16537
1/23/2023,positive,0.1655
4/24/2022,positive,0.1656
8/31/2021,positive,0.16639
3/30/2021,positive,0.168281818
2/6/2022,positive,0.171725
3/14/2021,positive,0.173675
10/18/2021,positive,0.17659
2/15/2022,positive,0.17725
5/18/2021,positive,0.17739
12/8/2021,positive,0.17955
4/8/2022,positive,0.1802
12/15/2020,positive,0.181188889
8/29/2021,positive,0.18439
2/18/2021,positive,0.18925
4/27/2021,positive,0.19102
10/9/2021,positive,0.1935625
9/21/2021,positive,0.1966
3/21/2022,positive,0.20083
6/16/2021,positive,0.20138
3/6/2021,positive,0.201585714
10/6/2021,positive,0.203788889
2/19/2022,positive,0.205611111
4/21/2021,positive,0.20657
4/29/2022,positive,0.208366667
4/11/2021,positive,0.210844444
12/26/2020,positive,0.215344444
12/6/2020,positive,0.21655
4/17/2022,positive,0.21742
2/27/2021,positive,0.21845
2/1/2023,positive,0.21936
2/20/2021,positive,0.219988889
1/28/2022,positive,0.2285
10/15/2021,positive,0.22932
10/9/2022,positive,0.230077778
2/24/2021,positive,0.23304
4/23/2022,positive,0.236622222
4/1/2021,positive,0.23722
9/18/2021,positive,0.242828571
8/11/2022,positive,0.243788889
12/2/2020,positive,0.24724
1/26/2021,positive,0.25794
7/18/2021,positive,0.259
4/26/2021,positive,0.25906
11/24/2021,positive,0.2773
3/20/2022,positive,0.278728571
7/29/2022,positive,0.28493
11/16/2021,positive,0.2873
8/6/2022,positive,0.300766667
10/10/2021,positive,0.301742857
